21	21
21	26
21	31
21	36
21	41
21	46
21	51
21	56
21	61
21	66
21	71
21	76
21	81
21	86
21	91
21	96
21	101
21	106
21	111
21	116
21	121
21	126
21	131
21	136
21	141
26	21
26	26
26	31
26	36
26	41
26	46
26	51
26	56
26	61
26	66
26	71
26	76
26	81
26	86
26	91
26	96
26	101
26	106
26	111
26	116
26	121
26	126
26	131
26	136
26	141
31	21
31	26
31	31
31	36
31	41
31	46
31	51
31	56
31	61
31	66
31	71
31	76
31	81
31	86
31	91
31	96
31	101
31	106
31	111
31	116
31	121
31	126
31	131
31	136
31	141
36	21
36	26
36	31
36	36
36	41
36	46
36	51
36	56
36	61
36	66
36	71
36	76
36	81
36	86
36	91
36	96
36	101
36	106
36	111
36	116
36	121
36	126
36	131
36	136
36	141
41	21
41	26
41	31
41	36
41	41
41	46
41	51
41	56
41	61
41	66
41	71
41	76
41	81
41	86
41	91
41	96
41	101
41	106
41	111
41	116
41	121
41	126
41	131
41	136
41	141
46	21
46	26
46	31
46	36
46	41
46	46
46	51
46	56
46	61
46	66
46	71
46	76
46	81
46	86
46	91
46	96
46	101
46	106
46	111
46	116
46	121
46	126
46	131
46	136
46	141
51	21
51	26
51	31
51	36
51	41
51	46
51	51
51	56
51	61
51	66
51	71
51	76
51	81
51	86
51	91
51	96
51	101
51	106
51	111
51	116
51	121
51	126
51	131
51	136
51	141
56	21
56	26
56	31
56	36
56	41
56	46
56	51
56	56
56	61
56	66
56	71
56	76
56	81
56	86
56	91
56	96
56	101
56	106
56	111
56	116
56	121
56	126
56	131
56	136
56	141
61	21
61	26
61	31
61	36
61	41
61	46
61	51
61	56
61	61
61	66
61	71
61	76
61	81
61	86
61	91
61	96
61	101
61	106
61	111
61	116
61	121
61	126
61	131
61	136
61	141
66	21
66	26
66	31
66	36
66	41
66	46
66	51
66	56
66	61
66	66
66	71
66	76
66	81
66	86
66	91
66	96
66	101
66	106
66	111
66	116
66	121
66	126
66	131
66	136
66	141
71	21
71	26
71	31
71	36
71	41
71	46
71	51
71	56
71	61
71	66
71	71
71	76
71	81
71	86
71	91
71	96
71	101
71	106
71	111
71	116
71	121
71	126
71	131
71	136
71	141
76	21
76	26
76	31
76	36
76	41
76	46
76	51
76	56
76	61
76	66
76	71
76	76
76	81
76	86
76	91
76	96
76	101
76	106
76	111
76	116
76	121
76	126
76	131
76	136
76	141
81	21
81	26
81	31
81	36
81	41
81	46
81	51
81	56
81	61
81	66
81	71
81	76
81	81
81	86
81	91
81	96
81	101
81	106
81	111
81	116
81	121
81	126
81	131
81	136
81	141
86	21
86	26
86	31
86	36
86	41
86	46
86	51
86	56
86	61
86	66
86	71
86	76
86	81
86	86
86	91
86	96
86	101
86	106
86	111
86	116
86	121
86	126
86	131
86	136
86	141
91	21
91	26
91	31
91	36
91	41
91	46
91	51
91	56
91	61
91	66
91	71
91	76
91	81
91	86
91	91
91	96
91	101
91	106
91	111
91	116
91	121
91	126
91	131
91	136
91	141
96	21
96	26
96	31
96	36
96	41
96	46
96	51
96	56
96	61
96	66
96	71
96	76
96	81
96	86
96	91
96	96
96	101
96	106
96	111
96	116
96	121
96	126
96	131
96	136
96	141
101	21
101	26
101	31
101	36
101	41
101	46
101	51
101	56
101	61
101	66
101	71
101	76
101	81
101	86
101	91
101	96
101	101
101	106
101	111
101	116
101	121
101	126
101	131
101	136
101	141
106	21
106	26
106	31
106	36
106	41
106	46
106	51
106	56
106	61
106	66
106	71
106	76
106	81
106	86
106	91
106	96
106	101
106	106
106	111
106	116
106	121
106	126
106	131
106	136
106	141
111	21
111	26
111	31
111	36
111	41
111	46
111	51
111	56
111	61
111	66
111	71
111	76
111	81
111	86
111	91
111	96
111	101
111	106
111	111
111	116
111	121
111	126
111	131
111	136
111	141
116	21
116	26
116	31
116	36
116	41
116	46
116	51
116	56
116	61
116	66
116	71
116	76
116	81
116	86
116	91
116	96
116	101
116	106
116	111
116	116
116	121
116	126
116	131
116	136
116	141
121	21
121	26
121	31
121	36
121	41
121	46
121	51
121	56
121	61
121	66
121	71
121	76
121	81
121	86
121	91
121	96
121	101
121	106
121	111
121	116
121	121
121	126
121	131
121	136
121	141
126	21
126	26
126	31
126	36
126	41
126	46
126	51
126	56
126	61
126	66
126	71
126	76
126	81
126	86
126	91
126	96
126	101
126	106
126	111
126	116
126	121
126	126
126	131
126	136
126	141
131	21
131	26
131	31
131	36
131	41
131	46
131	51
131	56
131	61
131	66
131	71
131	76
131	81
131	86
131	91
131	96
131	101
131	106
131	111
131	116
131	121
131	126
131	131
131	136
131	141
136	21
136	26
136	31
136	36
136	41
136	46
136	51
136	56
136	61
136	66
136	71
136	76
136	81
136	86
136	91
136	96
136	101
136	106
136	111
136	116
136	121
136	126
136	131
136	136
136	141
141	21
141	26
141	31
141	36
141	41
141	46
141	51
141	56
141	61
141	66
141	71
141	76
141	81
141	86
141	91
141	96
141	101
141	106
141	111
141	116
141	121
141	126
141	131
141	136
141	141
161	161
161	166
161	171
161	176
161	181
161	186
161	191
161	196
161	201
166	161
166	166
166	171
166	176
166	181
166	186
166	191
166	196
166	201
171	161
171	166
171	171
171	176
171	181
171	186
171	191
171	196
171	201
176	161
176	166
176	171
176	176
176	181
176	186
176	191
176	196
176	201
181	161
